page	name	url	organisations
declaration-of-exemption-from-mot	Declaration of exemption from MOT (V112)	https://www.gov.uk/government/publications/declaration-of-exemption-from-mot	government-organisation:EA74
application-to-register-as-british-citizen-form-t	Application to register as British citizen: form T	https://www.gov.uk/government/publications/application-to-register-as-british-citizen-form-t	government-organisation:OT554
register-a-statement-of-satisfaction-mr04	Register a statement of satisfaction (MR04)	https://www.gov.uk/government/publications/register-a-statement-of-satisfaction-mr04	government-organisation:EA26
vat-refunds-for-diy-housebuilders-claim-form-for-new-houses-vat431nb	VAT: refunds for DIY housebuilders - claim form for new houses (VAT431NB)	https://www.gov.uk/government/publications/vat-refunds-for-diy-housebuilders-claim-form-for-new-houses-vat431nb	government-organisation:D25
application-for-certificate-showing-right-of-abode	Application for certificate showing right of abode	https://www.gov.uk/government/publications/application-for-certificate-showing-right-of-abode	government-organisation:OT554
vat-customs-dutyimport-vat-relating-to-imports-by-post-bor286	Import and export: Customs Duty/import VAT relating to imports by post (BOR286)	https://www.gov.uk/government/publications/vat-customs-dutyimport-vat-relating-to-imports-by-post-bor286	government-organisation:D25;government-organisation:OT535
early-years-online-self-evaluation-form-sef-and-guidance-for-providers-delivering-the-early-years-foundation-stage	Early years self evaluation form	https://www.gov.uk/government/publications/early-years-online-self-evaluation-form-sef-and-guidance-for-providers-delivering-the-early-years-foundation-stage	government-organisation:D106
personal-licence-application--2	Application for a personal licence to sell alcohol	https://www.gov.uk/government/publications/personal-licence-application--2	government-organisation:D16
vat-notification-of-an-option-to-tax-land-andor-buildings-vat1614a	VAT: notification of an option to tax land and/or buildings (VAT1614A)	https://www.gov.uk/government/publications/vat-notification-of-an-option-to-tax-land-andor-buildings-vat1614a	government-organisation:D25
corporation-tax-return-of-income-tax-on-company-payments-ct61	Corporation Tax: return of Income Tax on company payments (CT61)	https://www.gov.uk/government/publications/corporation-tax-return-of-income-tax-on-company-payments-ct61	government-organisation:D25
inheritance-tax-inheritance-tax-account-iht100	Inheritance Tax: Inheritance Tax account (IHT100)	https://www.gov.uk/government/publications/inheritance-tax-inheritance-tax-account-iht100	government-organisation:D25
fep1-confidential-medical-information	FEP1: report your medical condition	https://www.gov.uk/government/publications/fep1-confidential-medical-information	government-organisation:EA74
v1-online-confidential-medical-information	V1: report your medical condition	https://www.gov.uk/government/publications/v1-online-confidential-medical-information	government-organisation:EA74
income-tax-declaration-of-beneficial-interests-in-joint-property-and-income-17	Income Tax: declaration of beneficial interests in joint property and income (form 17)	https://www.gov.uk/government/publications/income-tax-declaration-of-beneficial-interests-in-joint-property-and-income-17	government-organisation:D25
updating-registered-owners-contact-address	Update registered owners' contact address (COG1)	https://www.gov.uk/government/publications/updating-registered-owners-contact-address	government-organisation:D69
apply-for-a-registration-certificate-or-residence-card-for-an-extended-family-member-form-eea-efm	Apply for a registration certificate or residence card for an extended family member: form EEA (EFM)	https://www.gov.uk/government/publications/apply-for-a-registration-certificate-or-residence-card-for-an-extended-family-member-form-eea-efm	government-organisation:OT554
charities-gift-aid-declaration-form-for-a-single-donation	Charities and CASC: Gift Aid declaration forms for a single donation	https://www.gov.uk/government/publications/charities-gift-aid-declaration-form-for-a-single-donation	government-organisation:D25
construction-industry-scheme-payment-and-deduction-certificate	Construction Industry Scheme: payment and deduction certificate	https://www.gov.uk/government/publications/construction-industry-scheme-payment-and-deduction-certificate	government-organisation:D25
whole-of-registered-title-assent-as1	Whole of registered title: assent (AS1)	https://www.gov.uk/government/publications/whole-of-registered-title-assent-as1	government-organisation:D69
application-for-proof-that-you-do-not-have-british-citizenship-form-nq	Application for proof that you do not have British citizenship: form NQ	https://www.gov.uk/government/publications/application-for-proof-that-you-do-not-have-british-citizenship-form-nq	government-organisation:OT554
inheritance-tax-probate-summary-iht421	Inheritance Tax: probate summary (IHT421)	https://www.gov.uk/government/publications/inheritance-tax-probate-summary-iht421	government-organisation:D25
income-tax-notice-of-transfer-of-surplus-income-tax-allowances-575t	Income Tax: notice of transfer of surplus Income Tax allowances (575(T))	https://www.gov.uk/government/publications/income-tax-notice-of-transfer-of-surplus-income-tax-allowances-575t	government-organisation:D25
diab1-confidential-medical-information	DIAB1: report your medical condition	https://www.gov.uk/government/publications/diab1-confidential-medical-information	government-organisation:EA74
change-the-details-of-a-director-ch01	Change the details of a director (CH01)	https://www.gov.uk/government/publications/change-the-details-of-a-director-ch01	government-organisation:EA26
national-insurance-credits-for-parents-and-carers-cf411a	National Insurance: credits for parents and carers (CF411A)	https://www.gov.uk/government/publications/national-insurance-credits-for-parents-and-carers-cf411a	government-organisation:D25
register-a-private-or-public-company-in01	Register a private or public company (IN01)	https://www.gov.uk/government/publications/register-a-private-or-public-company-in01	government-organisation:EA26
charities-and-casc-gift-aid-declaration-forms-for-multiple-donation	Charities and CASC: Gift Aid declaration forms for multiple donation	https://www.gov.uk/government/publications/charities-and-casc-gift-aid-declaration-forms-for-multiple-donation	government-organisation:D25
search-public-guardian-registers	Search Public Guardian registers	https://www.gov.uk/government/publications/search-public-guardian-registers	government-organisation:EA72
universal-credit-landlord-request-for-a-managed-payment-or-rent-arrears-deduction	Universal Credit: Landlord request for a managed payment or rent arrears deduction	https://www.gov.uk/government/publications/universal-credit-landlord-request-for-a-managed-payment-or-rent-arrears-deduction	government-organisation:D10
income-tax-claim-to-personal-allowances-and-tax-repayment-by-an-individual-not-resident-in-the-uk-r43	Income Tax: claim to personal allowances and tax repayment by an individual not resident in the UK (R43)	https://www.gov.uk/government/publications/income-tax-claim-to-personal-allowances-and-tax-repayment-by-an-individual-not-resident-in-the-uk-r43	government-organisation:D25
register-a-lasting-power-of-attorney	Register a lasting power of attorney	https://www.gov.uk/government/publications/register-a-lasting-power-of-attorney	government-organisation:EA72
drivers-record-for-learner-drivers	Driver's record for learner drivers	https://www.gov.uk/government/publications/drivers-record-for-learner-drivers	government-organisation:EA570
charity-accounting-templates-accruals-accounts-cc17-sorp-frs-102-for-charitable-companies	Charity accounting templates: accruals accounts (CC17) SORP FRS 102 for charitable companies	https://www.gov.uk/government/publications/charity-accounting-templates-accruals-accounts-cc17-sorp-frs-102-for-charitable-companies	government-organisation:D98
confirmation-of-charity-trustee-eligibility	Charity trustee: declaration of eligibility and responsibility	https://www.gov.uk/government/publications/confirmation-of-charity-trustee-eligibility	government-organisation:D98
tax-agents-and-advisers-authorising-an-agent-to-use-payecis-online-services-internet-fbi-2	Tax agents and advisers: authorising an agent to use PAYE/CIS online services (internet) (FBI 2)	https://www.gov.uk/government/publications/tax-agents-and-advisers-authorising-an-agent-to-use-payecis-online-services-internet-fbi-2	government-organisation:D25
dwp-request-for-personal-information	DWP: request for personal information	https://www.gov.uk/government/publications/dwp-request-for-personal-information	government-organisation:D10
armed-forces-veterans-badge-application-form	Armed forces veterans badge application form	https://www.gov.uk/government/publications/armed-forces-veterans-badge-application-form	government-organisation:D17;government-organisation:OT1087
the-right-to-request-flexible-working-form	Right to request flexible working: application form	https://www.gov.uk/government/publications/the-right-to-request-flexible-working-form	government-organisation:D3
